Domain,Event_Type,Speaker_Type,Duration_Hours,Day_Type,Time_Slot,Promotion_Days,Certificate_Flag,Interactivity_Level,Relevance_Friction_1,Relevance_Friction_2,Relevance_Friction_3,Relevance_Friction_4,Relevance_Friction_5,Schedule_Friction_1,Schedule_Friction_2,Schedule_Friction_3,Schedule_Friction_4,Schedule_Friction_5,Fatigue_Friction_1,Fatigue_Friction_2,Fatigue_Friction_3,Fatigue_Friction_4,Fatigue_Friction_5,Promotion_Friction_1,Promotion_Friction_2,Promotion_Friction_3,Promotion_Friction_4,Promotion_Friction_5,Social_Friction_1,Social_Friction_2,Social_Friction_3,Social_Friction_4,Social_Friction_5,Format_Friction_1,Format_Friction_2,Format_Friction_3,Format_Friction_4,Format_Friction_5,Expected_Attendance,Engagement_Level
Design,Workshop,Faculty,2.0,Weekend,Evening,13,0,0.647220863623007,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,88,Medium
Law,Career_Talk,Alumni,1.0,Weekday,Afternoon,9,0,0.19206870060150116,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,38,Low
Music,Guest_Lecture,Industry,1.5,Weekday,Evening,8,0,0.7776172634809909,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,65,Low
Tech,Guest_Lecture,Industry,2.5,Weekday,Evening,7,0,0.11346848896570083,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,80,Medium
Music,Workshop,Faculty,1.0,Weekday,Afternoon,10,0,0.8940233984996057,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,92,Medium
Law,Guest_Lecture,Faculty,1.0,Weekend,Afternoon,1,0,0.38477411384738436,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,49,Low
Design,Guest_Lecture,Alumni,2.0,Weekend,Afternoon,6,0,0.7270876951809697,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,43,Low
Tech,Workshop,Industry,1.5,Weekday,Afternoon,4,1,0.169495056461901,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,76,Medium
Law,Career_Talk,Faculty,1.0,Weekday,Afternoon,8,1,0.31428252721718686,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,102,Medium
Design,Workshop,Alumni,1.0,Weekend,Afternoon,13,0,0.4952731640551836,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,125,Medium
Tech,Workshop,Industry,1.5,Weekday,Afternoon,7,0,0.49635498771127473,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,126,Medium
Tech,Workshop,Faculty,1.5,Weekday,Afternoon,9,1,0.09719975231374312,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,76,Medium
Tech,Guest_Lecture,Faculty,1.5,Weekday,Morning,6,1,0.5483189168798788,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,83,Medium
Law,Guest_Lecture,Faculty,1.0,Weekend,Morning,5,0,0.07511791591169104,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,14,Low
Tech,Career_Talk,Industry,1.5,Weekday,Afternoon,10,0,0.923679981832325,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,100,Medium
Business,Workshop,Industry,1.5,Weekday,Morning,4,0,0.4217674632530518,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,82,Medium
Law,Career_Talk,Industry,2.0,Weekend,Evening,13,0,0.43907901495284574,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,84,Medium
Business,Guest_Lecture,Alumni,1.5,Weekday,Evening,2,0,0.5769935270855936,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,51,Low
Business,Workshop,Industry,1.5,Weekday,Evening,4,0,0.7816747199430609,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,91,Medium
Tech,Workshop,Industry,2.0,Weekday,Afternoon,11,1,0.0695348386361293,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,78,Medium
Music,Workshop,Alumni,1.0,Weekend,Afternoon,2,0,0.7029780454121878,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,68,Low
Business,Career_Talk,Industry,1.0,Weekday,Evening,6,0,0.9105308449170165,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,72,Medium
Design,Workshop,Faculty,1.0,Weekday,Evening,6,0,0.43919673213956634,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,37,Low
Law,Guest_Lecture,Industry,1.0,Weekend,Evening,14,0,0.01326535876642243,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,58,Low
Law,Guest_Lecture,Faculty,2.5,Weekend,Afternoon,3,0,0.2473685231332753,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,53,Low
Tech,Career_Talk,Industry,1.0,Weekday,Morning,7,1,0.9410459869682556,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,150,High
Design,Guest_Lecture,Faculty,2.0,Weekday,Afternoon,7,0,0.11801954857254959,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,48,Low
Business,Guest_Lecture,Faculty,1.0,Weekday,Evening,12,0,0.013613580552586102,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,54,Low
Business,Workshop,Industry,1.5,Weekday,Afternoon,8,0,0.9358600351673227,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,94,Medium
Tech,Career_Talk,Industry,1.5,Weekday,Evening,2,1,0.863025728238543,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,50,Low
Music,Workshop,Industry,1.0,Weekend,Evening,13,1,0.4603920479638055,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,87,Medium
Law,Workshop,Faculty,1.5,Weekend,Evening,3,0,0.005395002014457306,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,75,Medium
Business,Career_Talk,Industry,2.0,Weekend,Afternoon,10,1,0.5837705317333322,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,109,Medium
Tech,Workshop,Industry,1.5,Weekday,Evening,4,0,0.8167618813689954,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,77,Medium
Business,Workshop,Industry,2.0,Weekday,Evening,2,0,0.28607078453462687,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,48,Low
Business,Guest_Lecture,Faculty,2.5,Weekend,Evening,3,0,0.1727354590013931,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,44,Low
Tech,Workshop,Faculty,1.5,Weekday,Evening,14,1,0.9046587216225336,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,104,Medium
Tech,Workshop,Industry,2.5,Weekday,Afternoon,14,1,0.7679263105127677,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,136,High
Business,Guest_Lecture,Alumni,1.0,Weekday,Evening,9,1,0.448081231052452,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,35,Low
Tech,Guest_Lecture,Faculty,1.0,Weekday,Afternoon,12,1,0.9050147748769928,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,69,Low
Design,Guest_Lecture,Faculty,1.5,Weekday,Evening,13,0,0.6081559789596763,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,68,Low
Business,Workshop,Faculty,1.5,Weekday,Evening,5,1,0.9440885940227356,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,97,Medium
Design,Guest_Lecture,Industry,1.5,Weekend,Evening,11,0,0.10316100597730016,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,64,Low
Law,Career_Talk,Alumni,1.5,Weekday,Afternoon,8,1,0.4364149305299019,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,66,Low
Law,Workshop,Faculty,2.0,Weekday,Evening,3,0,0.6792167535403906,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,23,Low
Tech,Workshop,Faculty,1.0,Weekday,Evening,8,0,0.40789739075866194,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,10,Low
Business,Workshop,Industry,2.0,Weekday,Afternoon,1,0,0.34976593127714894,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,55,Low
Law,Guest_Lecture,Industry,1.5,Weekday,Afternoon,9,0,0.6954238783967257,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,89,Medium
Tech,Workshop,Faculty,1.5,Weekday,Evening,4,0,0.6056874515881852,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,78,Medium
Tech,Guest_Lecture,Industry,1.0,Weekday,Evening,2,1,0.28253915360497817,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,95,Medium
Business,Career_Talk,Faculty,1.0,Weekday,Afternoon,10,1,0.44400191700311187,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,70,Low
Tech,Workshop,Industry,1.5,Weekend,Afternoon,5,0,0.7069012253228435,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,70,Low
Business,Guest_Lecture,Faculty,2.0,Weekday,Evening,7,0,0.6269058434266237,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,30,Low
Music,Workshop,Industry,1.5,Weekday,Evening,2,0,0.4530263106995637,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,45,Low
Business,Workshop,Industry,1.0,Weekend,Afternoon,2,0,0.26000478519216974,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,49,Low
Business,Guest_Lecture,Industry,2.0,Weekend,Afternoon,13,0,0.11458865046075029,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,81,Medium
Business,Workshop,Faculty,2.0,Weekend,Evening,9,1,0.8401751453052164,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,156,High
Business,Career_Talk,Faculty,2.5,Weekday,Evening,6,1,0.8203135730051095,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,72,Medium
Tech,Guest_Lecture,Alumni,1.5,Weekend,Afternoon,10,0,0.6133026959508162,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,71,Medium
Music,Workshop,Faculty,2.0,Weekday,Evening,11,1,0.5713421494507273,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,83,Medium
Design,Workshop,Faculty,1.5,Weekday,Afternoon,2,0,0.136329781394522,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,32,Low
Design,Workshop,Faculty,2.0,Weekend,Morning,13,1,0.44673153842109636,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,88,Medium
Business,Career_Talk,Faculty,1.5,Weekday,Evening,10,1,0.48386528814351615,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,58,Low
Business,Guest_Lecture,Alumni,1.0,Weekend,Morning,5,0,0.4614149578459068,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,49,Low
Music,Workshop,Faculty,2.5,Weekend,Morning,4,0,0.24209159204653097,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,69,Low
Design,Guest_Lecture,Industry,2.0,Weekday,Evening,2,1,0.12381169148858873,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,45,Low
Law,Guest_Lecture,Faculty,1.5,Weekday,Afternoon,4,1,0.9313781240110744,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,86,Medium
Law,Guest_Lecture,Industry,1.5,Weekend,Afternoon,5,1,0.5563446488644427,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,61,Low
Law,Workshop,Industry,2.0,Weekday,Afternoon,3,0,0.8625693969861451,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,89,Medium
Law,Workshop,Faculty,1.0,Weekday,Afternoon,10,0,0.6719850896219971,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,93,Medium
Tech,Workshop,Faculty,1.0,Weekday,Afternoon,4,0,0.8203087512169355,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,87,Medium
Tech,Workshop,Industry,1.0,Weekend,Afternoon,7,0,0.21599759411950614,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,59,Low
Music,Guest_Lecture,Industry,1.0,Weekend,Afternoon,8,0,0.10603419414839288,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,47,Low
Law,Workshop,Alumni,1.0,Weekday,Afternoon,2,0,0.6138702875071435,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,61,Low
Business,Workshop,Industry,2.0,Weekend,Afternoon,3,1,0.549346510640151,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,97,Medium
Design,Workshop,Industry,1.0,Weekend,Evening,1,0,0.09646313045136634,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,38,Low
Tech,Workshop,Faculty,2.0,Weekday,Afternoon,10,1,0.6112953616398312,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,107,Medium
Tech,Career_Talk,Faculty,2.5,Weekday,Evening,10,0,0.1818991262948504,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,24,Low
Tech,Guest_Lecture,Faculty,1.0,Weekday,Evening,2,0,0.108167040843542,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,47,Low
Business,Workshop,Faculty,2.0,Weekend,Afternoon,11,0,0.9852285589701721,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,100,Medium
Tech,Guest_Lecture,Industry,1.5,Weekday,Morning,12,1,0.5557163566702449,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,138,High
Design,Workshop,Industry,2.5,Weekday,Afternoon,2,0,0.3297672765778269,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,61,Low
Business,Career_Talk,Faculty,1.5,Weekday,Evening,2,0,0.098055819410094,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,43,Low
Business,Guest_Lecture,Faculty,1.5,Weekday,Morning,12,1,0.9167224517342915,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,125,Medium
Tech,Guest_Lecture,Industry,1.0,Weekday,Morning,5,0,0.9425791727244861,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,93,Medium
Tech,Career_Talk,Industry,2.5,Weekday,Evening,5,0,0.25695534364187367,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,37,Low
Tech,Career_Talk,Industry,1.0,Weekday,Evening,9,1,0.43502508197370315,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,43,Low
Tech,Career_Talk,Industry,2.0,Weekend,Morning,1,0,0.6455475765083198,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,82,Medium
Tech,Workshop,Industry,1.0,Weekend,Afternoon,7,1,0.11115678907424287,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,47,Low
Design,Workshop,Industry,1.5,Weekend,Morning,5,1,0.5369572668607633,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,72,Medium
Business,Guest_Lecture,Faculty,1.5,Weekday,Evening,12,1,0.2186419920323407,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,55,Low
Design,Guest_Lecture,Industry,1.0,Weekday,Evening,11,0,0.22526385465487908,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,51,Low
Design,Guest_Lecture,Faculty,1.0,Weekend,Afternoon,5,0,0.6030616688150743,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,44,Low
Tech,Guest_Lecture,Faculty,1.0,Weekday,Evening,10,1,0.31007487770810416,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,123,Medium
Business,Workshop,Faculty,2.0,Weekday,Afternoon,6,0,0.5503529466426503,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,111,Medium
Design,Workshop,Alumni,2.0,Weekday,Evening,7,0,0.26230919785276063,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,29,Low
Business,Guest_Lecture,Industry,1.0,Weekday,Morning,11,1,0.48768942183803776,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,86,Medium
Business,Workshop,Industry,1.5,Weekday,Morning,4,1,0.9322316024264107,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,84,Medium
Law,Guest_Lecture,Faculty,1.0,Weekend,Afternoon,9,0,0.4847253541469484,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,52,Low
Tech,Guest_Lecture,Industry,2.0,Weekend,Morning,6,1,0.5013513149656068,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,156,High
Tech,Guest_Lecture,Industry,2.0,Weekend,Evening,10,0,0.4928401045048586,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,85,Medium
Law,Guest_Lecture,Industry,2.0,Weekend,Afternoon,6,1,0.8565624122842967,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,107,Medium
Business,Guest_Lecture,Alumni,2.0,Weekday,Afternoon,14,0,0.6817390853753277,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,62,Low
Law,Guest_Lecture,Industry,1.0,Weekday,Evening,6,0,0.030625295618137538,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,39,Low
Music,Workshop,Faculty,1.0,Weekday,Afternoon,2,0,0.11795411795516741,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,22,Low
Design,Guest_Lecture,Industry,2.0,Weekend,Afternoon,7,0,0.577887766315605,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,75,Medium
Tech,Guest_Lecture,Faculty,1.0,Weekday,Morning,4,0,0.760180881926915,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,73,Medium
Law,Workshop,Industry,1.0,Weekend,Evening,7,1,0.11700706596743493,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,48,Low
Music,Guest_Lecture,Alumni,1.0,Weekday,Evening,13,0,0.5027846025624856,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,37,Low
Music,Career_Talk,Faculty,2.0,Weekday,Evening,2,1,0.6424952428860897,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,39,Low
Law,Workshop,Industry,2.0,Weekend,Evening,1,0,0.40080229418926516,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,69,Low
Tech,Guest_Lecture,Industry,2.5,Weekend,Afternoon,5,0,0.6935071672115931,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,75,Medium
Music,Career_Talk,Faculty,1.5,Weekend,Morning,7,0,0.3426263580519924,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,27,Low
Tech,Career_Talk,Faculty,1.0,Weekday,Evening,2,1,0.6230187199540982,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,26,Low
Business,Workshop,Industry,1.5,Weekday,Morning,10,0,0.765710327649026,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,126,Medium
Tech,Guest_Lecture,Industry,2.0,Weekday,Evening,9,0,0.9558168885397558,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,49,Low
Tech,Career_Talk,Industry,1.0,Weekend,Morning,10,0,0.6388951609227534,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,100,Medium
Design,Guest_Lecture,Industry,2.5,Weekday,Afternoon,6,1,0.35157943173926065,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,109,Medium
Design,Workshop,Industry,1.5,Weekday,Afternoon,14,1,0.7212406371137101,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,142,High
Design,Workshop,Industry,2.0,Weekday,Afternoon,10,1,0.8044795450081953,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,107,Medium
Law,Guest_Lecture,Industry,2.0,Weekend,Evening,13,1,0.41463628507188444,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,129,Medium
Business,Workshop,Alumni,1.5,Weekday,Evening,2,1,0.3625670202116049,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,40,Low
Design,Workshop,Faculty,2.0,Weekend,Evening,10,1,0.15246799483322493,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,44,Low
Law,Workshop,Faculty,1.5,Weekday,Evening,5,1,0.6768996465628226,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,16,Low
Law,Guest_Lecture,Faculty,2.0,Weekday,Afternoon,3,0,0.4448692064852616,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,38,Low
Tech,Guest_Lecture,Faculty,2.0,Weekend,Afternoon,3,0,0.1329086761760191,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,26,Low
Design,Career_Talk,Industry,1.5,Weekday,Evening,3,1,0.5614572531421199,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,68,Low
