Domain,Event_Type,Speaker_Type,Duration_Hours,Day_Type,Time_Slot,Promotion_Days,Certificate_Flag,Interactivity_Level,Relevance_Friction_1,Relevance_Friction_2,Relevance_Friction_3,Relevance_Friction_4,Relevance_Friction_5,Schedule_Friction_1,Schedule_Friction_2,Schedule_Friction_3,Schedule_Friction_4,Schedule_Friction_5,Fatigue_Friction_1,Fatigue_Friction_2,Fatigue_Friction_3,Fatigue_Friction_4,Fatigue_Friction_5,Promotion_Friction_1,Promotion_Friction_2,Promotion_Friction_3,Promotion_Friction_4,Promotion_Friction_5,Social_Friction_1,Social_Friction_2,Social_Friction_3,Social_Friction_4,Social_Friction_5,Format_Friction_1,Format_Friction_2,Format_Friction_3,Format_Friction_4,Format_Friction_5,Expected_Attendance,Engagement_Level
Design,Workshop,Faculty,1.5,Weekday,Evening,7,0,0.6433841141052536,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,44,Low
Tech,Guest_Lecture,Industry,1.0,Weekend,Afternoon,10,0,0.7925483597268765,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,89,Medium
Law,Guest_Lecture,Industry,1.5,Weekday,Evening,13,0,0.2914748992140246,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,76,Medium
Business,Workshop,Faculty,2.5,Weekday,Afternoon,7,0,0.7369269658882881,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,42,Low
Design,Guest_Lecture,Industry,1.0,Weekend,Afternoon,12,0,0.29776843537475106,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,100,Medium
Tech,Guest_Lecture,Industry,1.5,Weekday,Evening,14,1,0.6349536372195106,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,96,Medium
Law,Career_Talk,Faculty,1.5,Weekday,Morning,6,1,0.6805305346062337,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,101,Medium
Tech,Workshop,Industry,1.0,Weekday,Evening,1,0,0.8950888731440433,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,56,Low
Tech,Guest_Lecture,Industry,2.0,Weekend,Afternoon,11,1,0.9509022843895885,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,124,High
Business,Workshop,Industry,2.5,Weekend,Morning,12,0,0.9968267226235394,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,90,Medium
Law,Career_Talk,Industry,1.5,Weekend,Morning,1,0,0.6938556215691142,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,102,Medium
Law,Guest_Lecture,Faculty,1.0,Weekday,Morning,14,0,0.5789293221177834,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,56,Low
Design,Workshop,Alumni,1.0,Weekend,Morning,11,0,0.6828331831394581,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,98,Medium
Tech,Career_Talk,Industry,1.5,Weekday,Afternoon,3,0,0.747283551695917,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,81,Medium
Tech,Guest_Lecture,Faculty,1.0,Weekday,Evening,11,0,0.8157467062842109,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,59,Low
Music,Workshop,Alumni,1.5,Weekday,Morning,10,0,0.2909291597287925,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,32,Low
Design,Guest_Lecture,Faculty,1.0,Weekend,Morning,9,1,0.7088706786722608,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,86,Medium
Business,Workshop,Faculty,2.0,Weekday,Evening,8,0,0.19204730568944417,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,38,Low
Design,Career_Talk,Faculty,2.5,Weekend,Morning,2,0,0.10305703380591702,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,10,Low
Law,Guest_Lecture,Faculty,1.0,Weekend,Evening,14,1,0.7932038789417136,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,121,High
Music,Guest_Lecture,Alumni,2.0,Weekday,Morning,5,0,0.580200657745155,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,29,Low
Business,Career_Talk,Industry,2.0,Weekday,Evening,5,1,0.4759793968181063,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,97,Medium
Music,Guest_Lecture,Alumni,1.0,Weekday,Evening,3,1,0.3982343003085681,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,74,Medium
Business,Workshop,Faculty,2.5,Weekday,Morning,3,1,0.2556478583119195,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,75,Medium
Music,Workshop,Faculty,1.5,Weekday,Afternoon,1,0,0.5861951602545965,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,80,Medium
Business,Workshop,Faculty,1.5,Weekend,Afternoon,12,1,0.0851821506785827,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,90,Medium
Tech,Career_Talk,Industry,2.0,Weekday,Morning,13,0,0.696702503915982,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,128,High
Music,Career_Talk,Industry,1.0,Weekend,Afternoon,1,0,0.48759202553485004,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,76,Medium
Law,Guest_Lecture,Alumni,1.0,Weekday,Evening,3,1,0.63056204868016,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,56,Low
Design,Workshop,Faculty,1.5,Weekend,Evening,7,1,0.03159055148187562,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,103,Medium
Music,Workshop,Alumni,2.0,Weekend,Morning,3,1,0.37432768188019316,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,19,Low
Business,Career_Talk,Industry,2.5,Weekday,Evening,3,1,0.3996449476329792,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,71,Medium
Business,Workshop,Industry,1.5,Weekday,Afternoon,10,1,0.5778014716947044,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,128,High
Tech,Guest_Lecture,Industry,1.0,Weekend,Morning,13,0,0.901875926545999,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,100,Medium
Music,Workshop,Industry,1.0,Weekend,Morning,5,0,0.7167248901640473,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,69,Medium
Music,Workshop,Faculty,2.5,Weekend,Afternoon,8,1,0.8061037735747211,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,74,Medium
Law,Guest_Lecture,Alumni,1.0,Weekday,Morning,6,0,0.7587291165008567,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,93,Medium
Tech,Career_Talk,Alumni,2.5,Weekend,Morning,6,0,0.19560846942134225,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,123,High
Tech,Guest_Lecture,Faculty,1.0,Weekday,Afternoon,1,1,0.513485514264566,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,65,Medium
Music,Guest_Lecture,Industry,1.0,Weekday,Evening,10,0,0.7350094069963109,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,98,Medium
Design,Workshop,Faculty,1.0,Weekday,Afternoon,13,1,0.5358296022694101,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,101,Medium
Business,Career_Talk,Faculty,1.5,Weekday,Evening,11,0,0.9494379355507897,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,99,Medium
Law,Guest_Lecture,Faculty,1.0,Weekday,Morning,14,1,0.5180917466117642,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,118,High
Business,Guest_Lecture,Faculty,2.5,Weekday,Evening,12,0,0.547845478167136,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,50,Low
Law,Guest_Lecture,Industry,1.5,Weekday,Morning,6,1,0.11984455263126836,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,53,Low
Music,Workshop,Industry,1.0,Weekday,Morning,12,1,0.07911926002831826,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,68,Medium
Tech,Workshop,Alumni,1.5,Weekday,Morning,4,1,0.05885898488662844,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,101,Medium
Design,Career_Talk,Faculty,1.5,Weekday,Afternoon,6,0,0.14964558007141682,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,10,Low
Business,Guest_Lecture,Alumni,2.0,Weekday,Morning,10,0,0.6719022873241489,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,84,Medium
Business,Workshop,Industry,2.0,Weekend,Evening,5,0,0.17809412980314177,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,37,Low
Business,Workshop,Faculty,2.5,Weekday,Evening,11,0,0.10804764821036195,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,25,Low
Tech,Career_Talk,Industry,1.5,Weekday,Afternoon,3,0,0.6127949792464651,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,116,Medium
Law,Guest_Lecture,Alumni,1.5,Weekend,Evening,3,0,0.8583463374008066,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,66,Medium
Tech,Guest_Lecture,Industry,1.5,Weekend,Morning,11,1,0.033014527524641846,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,103,Medium
Tech,Workshop,Faculty,1.5,Weekday,Morning,7,1,0.5061460579916164,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,123,High
Music,Career_Talk,Industry,1.5,Weekday,Morning,14,1,0.19169413409429725,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,61,Low
Music,Career_Talk,Industry,1.0,Weekday,Morning,3,1,0.9144002496921354,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,81,Medium
Music,Guest_Lecture,Industry,1.0,Weekday,Morning,11,0,0.41851104931822547,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,54,Low
Business,Workshop,Faculty,2.5,Weekend,Morning,4,1,0.6472464826216391,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,75,Medium
Music,Guest_Lecture,Faculty,2.5,Weekend,Afternoon,7,0,0.43473562270525623,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,27,Low
Business,Career_Talk,Alumni,1.0,Weekday,Evening,7,0,0.817820496737706,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,83,Medium
Tech,Guest_Lecture,Faculty,2.5,Weekday,Evening,12,1,0.49269182861013383,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,75,Medium
Tech,Career_Talk,Faculty,2.0,Weekend,Evening,6,0,0.9458927051091571,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,39,Low
Design,Guest_Lecture,Faculty,1.0,Weekend,Morning,6,1,0.3589347064539711,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,73,Medium
Business,Workshop,Industry,2.5,Weekday,Morning,7,0,0.7214673268352113,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,112,Medium
Tech,Guest_Lecture,Faculty,2.5,Weekday,Afternoon,14,0,0.08862119595297469,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,34,Low
Design,Career_Talk,Faculty,1.5,Weekday,Afternoon,6,0,0.16207677792053787,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,16,Low
Music,Workshop,Faculty,2.0,Weekday,Morning,8,1,0.5296139249870154,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,57,Low
Tech,Workshop,Industry,1.0,Weekday,Evening,2,1,0.2593156732255113,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,92,Medium
Law,Guest_Lecture,Industry,1.5,Weekday,Evening,9,1,0.05895820674511709,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,57,Low
Business,Workshop,Industry,2.0,Weekday,Afternoon,2,0,0.24768909757950963,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,113,Medium
Music,Career_Talk,Alumni,1.5,Weekday,Evening,1,1,0.27088602018686225,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,51,Low
Tech,Workshop,Faculty,1.0,Weekday,Morning,4,0,0.6231523902294334,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,106,Medium
Business,Workshop,Faculty,1.5,Weekday,Afternoon,3,0,0.16617860064563106,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,29,Low
Law,Workshop,Faculty,2.0,Weekday,Morning,8,1,0.9283551969258642,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,81,Medium
Business,Guest_Lecture,Faculty,2.0,Weekday,Afternoon,3,1,0.2869854237722005,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,101,Medium
Tech,Guest_Lecture,Industry,1.0,Weekend,Morning,3,1,0.9635997960058162,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,91,Medium
Design,Guest_Lecture,Industry,1.5,Weekend,Afternoon,13,1,0.42353697487967557,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,72,Medium
Law,Guest_Lecture,Faculty,1.0,Weekday,Morning,9,0,0.7322352976668909,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,80,Medium
Tech,Workshop,Industry,1.5,Weekday,Afternoon,1,1,0.6782792595771197,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,104,Medium
Business,Guest_Lecture,Industry,1.0,Weekday,Evening,11,0,0.28105356469008447,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,32,Low
Tech,Career_Talk,Faculty,2.5,Weekday,Afternoon,11,1,0.44358188094375595,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,86,Medium
Tech,Guest_Lecture,Industry,1.5,Weekday,Afternoon,13,0,0.22928752051169177,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,50,Low
Law,Workshop,Alumni,1.5,Weekend,Evening,8,0,0.8845683067105251,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,88,Medium
Music,Guest_Lecture,Faculty,2.0,Weekday,Evening,14,1,0.8863276433110814,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,104,Medium
Business,Workshop,Alumni,1.0,Weekend,Evening,14,1,0.35978472235424586,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,101,Medium
Business,Workshop,Alumni,1.0,Weekday,Morning,6,1,0.40867620658123094,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,105,Medium
Tech,Workshop,Industry,1.0,Weekday,Afternoon,2,0,0.3027474163799545,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,32,Low
Law,Workshop,Industry,1.5,Weekend,Evening,14,0,0.29901479345534465,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,74,Medium
Tech,Workshop,Faculty,2.0,Weekday,Evening,10,0,0.08749305366510762,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,62,Low
Design,Guest_Lecture,Industry,1.0,Weekday,Morning,13,0,0.6398718112554864,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,114,Medium
Business,Workshop,Alumni,2.0,Weekend,Evening,2,1,0.768100225587978,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,65,Medium
Music,Guest_Lecture,Industry,1.0,Weekday,Afternoon,5,1,0.34075259428296667,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,80,Medium
Design,Career_Talk,Faculty,1.5,Weekday,Evening,1,0,0.5017739767732564,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,55,Low
Law,Guest_Lecture,Faculty,2.0,Weekend,Afternoon,6,0,0.02198870993576718,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,10,Low
Business,Guest_Lecture,Alumni,2.0,Weekday,Afternoon,11,1,0.629972320245268,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,82,Medium
Design,Guest_Lecture,Faculty,2.5,Weekend,Morning,3,0,0.3249737994561066,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,54,Low
Tech,Workshop,Faculty,1.5,Weekday,Morning,6,0,0.14777280659637648,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,98,Medium
Law,Workshop,Industry,1.5,Weekday,Afternoon,13,0,0.011126769591508157,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,18,Low
Tech,Guest_Lecture,Faculty,1.0,Weekday,Afternoon,5,0,0.4269331026669033,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,48,Low
Tech,Career_Talk,Faculty,1.0,Weekday,Afternoon,8,0,0.6697876456591425,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,57,Low
Tech,Career_Talk,Faculty,2.5,Weekend,Afternoon,7,0,0.23998915557861233,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,60,Low
Law,Career_Talk,Faculty,1.5,Weekday,Afternoon,3,1,0.16792248841549895,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,44,Low
Design,Guest_Lecture,Industry,1.0,Weekday,Morning,14,0,0.6129964675930991,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,104,Medium
Law,Guest_Lecture,Industry,1.0,Weekday,Afternoon,12,0,0.5935258305790437,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,35,Low
Law,Career_Talk,Alumni,1.0,Weekday,Afternoon,6,1,0.30496523478491566,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,62,Low
Business,Career_Talk,Industry,2.0,Weekday,Afternoon,12,0,0.8506914988247942,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,59,Low
Music,Guest_Lecture,Faculty,1.5,Weekday,Evening,7,1,0.5970439110225597,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,37,Low
Design,Career_Talk,Faculty,2.5,Weekday,Evening,9,0,0.8152722925490684,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,29,Low
Tech,Career_Talk,Alumni,1.5,Weekday,Afternoon,5,0,0.9238257069038396,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,80,Medium
Business,Guest_Lecture,Industry,2.0,Weekend,Afternoon,6,0,0.6751313678142118,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,71,Medium
Tech,Workshop,Industry,1.0,Weekday,Evening,13,1,0.2922880608126609,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,105,Medium
Law,Workshop,Alumni,1.0,Weekend,Morning,4,0,0.6773512970002958,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,78,Medium
Business,Guest_Lecture,Faculty,1.0,Weekday,Afternoon,6,1,0.4210200883165386,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,54,Low
Design,Workshop,Faculty,1.0,Weekday,Evening,11,0,0.1814129970460583,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,28,Low
Music,Guest_Lecture,Industry,2.5,Weekday,Evening,5,1,0.17432381226188975,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,75,Medium
Design,Guest_Lecture,Industry,2.0,Weekday,Evening,11,0,0.1536470867016273,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,39,Low
Music,Career_Talk,Alumni,1.0,Weekend,Morning,6,1,0.4650247550009826,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,93,Medium
Tech,Career_Talk,Faculty,1.5,Weekend,Afternoon,8,0,0.5944270344872201,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,70,Medium
Tech,Guest_Lecture,Alumni,1.5,Weekday,Evening,14,0,0.9745479139073961,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,79,Medium
Law,Workshop,Alumni,1.5,Weekend,Morning,11,1,0.6732500000614569,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,114,Medium
Tech,Workshop,Faculty,1.0,Weekday,Evening,13,0,0.23202543549043309,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,55,Low
Business,Guest_Lecture,Faculty,1.0,Weekday,Afternoon,3,1,0.8352720439547962,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,75,Medium
Tech,Workshop,Faculty,1.0,Weekday,Evening,12,1,0.9839134603982872,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,139,High
Design,Guest_Lecture,Faculty,2.5,Weekend,Afternoon,8,1,0.4129238994983849,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,47,Low
Music,Career_Talk,Faculty,1.5,Weekday,Afternoon,11,1,0.8801299780582335,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,102,Medium
Music,Guest_Lecture,Industry,2.0,Weekday,Evening,5,0,0.7442094522452222,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,97,Medium
